SalesOrderID,OrderDate,CustomerID,TotalDue,SalesPersonID,TerritoryID
51608,6/25/2013,13744,859.0712,,1
51609,6/25/2013,13746,891.4698,,4
51610,6/25/2013,11021,2621.0158,,1
51611,6/25/2013,18902,671.7958,,9
51612,6/25/2013,11005,2610.3084,,9
51613,6/25/2013,16098,835.7447,,6
51614,6/25/2013,26308,879.9557,,1
51615,6/25/2013,24420,2644.3313,,1
51616,6/25/2013,21466,614.6673,,1
51617,6/25/2013,22441,660.7348,,8
51618,6/25/2013,28757,596.689,,7
51619,6/26/2013,20832,1934.8329,,10
51620,6/26/2013,21040,1971.2758,,10
51621,6/26/2013,17949,905.5254,,7
51622,6/26/2013,14927,676.2158,,8
51623,6/26/2013,22445,2751.6489,,7
51624,6/26/2013,21857,2748.4997,,10
51625,6/26/2013,18957,651.1323,,1
51626,6/26/2013,15554,635.3529,,4
51627,6/26/2013,28206,2649.8453,,9
51628,6/26/2013,19269,596.689,,9
51629,6/26/2013,11444,2626.5408,,9
51630,6/26/2013,19199,1253.5894,,4
51631,6/26/2013,19211,1238.1415,,4
51632,6/26/2013,19422,1238.1415,,8
51633,6/26/2013,19326,1238.1415,,7
51634,6/26/2013,14264,830.2307,,9
51635,6/27/2013,18242,2810.5012,,9
51636,6/27/2013,18238,2709.8357,,9
51637,6/27/2013,24102,1966.3144,,8
51638,6/27/2013,13778,905.5254,,8
51639,6/27/2013,15630,891.4698,,10
51640,6/27/2013,20722,905.5254,,8
51641,6/27/2013,11339,2574.6279,,7
51642,6/27/2013,12384,2684.0119,,8
51643,6/27/2013,19361,2738.5657,,10
51644,6/27/2013,12131,2699.9018,,7
51645,6/27/2013,15552,711.0344,,1
51646,6/27/2013,11064,2547.0029,,4
51647,6/27/2013,11144,2651.9669,,1
51648,6/27/2013,11145,2552.5169,,1
51649,6/27/2013,11124,2552.5169,,9
51650,6/27/2013,11011,2535.964,,9
51651,6/27/2013,11077,2624.3529,,9
51652,6/27/2013,11450,2619.0931,,9
51653,6/27/2013,29137,2673.0613,,6
51654,6/27/2013,24433,2699.0067,,4
51655,6/27/2013,21576,606.6229,,1
51656,6/27/2013,24661,666.8565,,6
51657,6/27/2013,19169,1293.3804,,1
51658,6/27/2013,14189,2673.0613,,8
51659,6/27/2013,14275,830.2307,,9
51660,6/28/2013,12461,2618.8058,,8
51661,6/28/2013,20837,1950.2808,,10
51662,6/28/2013,26382,2699.9018,,8
51663,6/28/2013,16327,2725.2836,,8
51664,6/28/2013,13742,891.4698,,1
51665,6/28/2013,11252,2587.8769,,4
51666,6/28/2013,19264,612.1369,,9
51667,6/28/2013,11069,2563.589,,9
51668,6/28/2013,11101,2696.189,,9
51669,6/28/2013,26306,830.2307,,4
51670,6/28/2013,24421,2703.9903,,1
51671,6/28/2013,22398,596.689,,8
51672,6/29/2013,19435,2715.3497,,10
51673,6/29/2013,16400,2778.9977,,7
51674,6/29/2013,23597,2742.8642,,10
51675,6/29/2013,15548,613.2419,,4
51676,6/29/2013,20037,2868.5248,,4
51677,6/29/2013,11290,2602.2529,,4
51678,6/29/2013,11224,2574.6279,,1
51679,6/29/2013,11090,2623.7894,,4
51680,6/29/2013,12281,858.9607,,10
51681,6/29/2013,12272,830.2307,,10
51682,6/29/2013,11057,2563.589,,9
51683,6/29/2013,11095,2612.1758,,9
51684,6/29/2013,11451,2615.4687,,9
51685,6/29/2013,19201,1238.1415,,1
51686,6/29/2013,21013,606.6229,,7
51687,6/29/2013,14181,2682.9953,,8
51688,6/29/2013,16310,1381.0732,,7
51689,6/29/2013,26825,1357.8572,,8
51690,6/30/2013,29542,3566.0297,288,8
51691,6/30/2013,29955,36262.4638,277,3
51692,6/30/2013,30115,757.003,289,6
51693,6/30/2013,29888,38293.5086,279,5
51694,6/30/2013,29620,2318.4461,289,6
51695,6/30/2013,29723,275.7448,288,8
51696,6/30/2013,29986,2257.041,290,7
51697,6/30/2013,29723,403.1163,288,8
51698,6/30/2013,29539,6551.0071,278,6
51699,6/30/2013,29928,25166.8474,289,6
51700,6/30/2013,29677,5422.2969,289,6
51701,6/30/2013,29597,2634.9345,279,5
51702,6/30/2013,29567,1694.7925,289,6
51703,6/30/2013,29627,56754.558,278,6
51704,6/30/2013,30093,27529.1797,278,6
51705,6/30/2013,29519,5863.4434,279,5
51706,6/30/2013,29865,8701.5339,276,4
51707,6/30/2013,29949,891.9933,276,1
51708,6/30/2013,29984,4484.8318,290,7
51709,6/30/2013,29554,192.9339,277,3
51710,6/30/2013,29538,20709.2044,286,9
51711,6/30/2013,29997,114536.7764,283,1
51712,6/30/2013,29907,30980.2069,284,1
51713,6/30/2013,29764,364.8172,275,4
51714,6/30/2013,30117,88730.5249,275,4
51715,6/30/2013,29935,42282.3133,276,1
51716,6/30/2013,29524,59511.218,275,3
51717,6/30/2013,29684,16182.7642,277,3
51718,6/30/2013,29540,5282.286,279,5
51719,6/30/2013,29517,8249.006,277,3
51720,6/30/2013,30055,58307.8201,275,3
51721,6/30/2013,30107,109948.7407,276,1
51722,6/30/2013,30094,43192.1496,276,4
51723,6/30/2013,29571,3928.636,284,1
51724,6/30/2013,29779,9828.4092,290,7
51725,6/30/2013,29675,1459.269,277,2
51726,6/30/2013,29942,55908.3728,284,1
51727,6/30/2013,30042,970.1276,289,6
51728,6/30/2013,29816,3478.1096,283,1
51729,6/30/2013,29899,37060.7801,290,7
51730,6/30/2013,30076,5042.725,281,3
51731,6/30/2013,30023,2621.5276,275,3
51732,6/30/2013,29575,403.1163,290,7
51733,6/30/2013,30073,33646.0809,290,7
51734,6/30/2013,30103,95639.9897,290,7
51735,6/30/2013,29564,96800.2419,290,7
51736,6/30/2013,29977,2624.8845,290,7
51737,6/30/2013,30026,7386.3689,287,7
51738,6/30/2013,29860,225.9588,282,10
51739,6/30/2013,29712,125157.3774,290,7
51740,6/30/2013,29983,3913.8274,289,6
51741,6/30/2013,29633,3340.8244,277,2
51742,6/30/2013,29869,3964.3432,290,7
51743,6/30/2013,30091,3047.5898,277,2
51744,6/30/2013,29657,357.8934,286,9
51745,6/30/2013,29919,82706.5451,276,4
51746,6/30/2013,29798,6157.0285,279,5
51747,6/30/2013,30060,2128.3633,277,2
51748,6/30/2013,29996,60652.5416,277,2
51749,6/30/2013,29848,3107.9593,275,3
51750,6/30/2013,29586,9285.1533,288,8
51751,6/30/2013,29725,65705.6659,288,8
51752,6/30/2013,30101,64531.1148,290,7
51753,6/30/2013,29586,5241.7147,288,8
51754,6/30/2013,29503,519.8674,278,6
51755,6/30/2013,29789,46812.7944,278,6
51756,6/30/2013,29558,35.6741,289,6
51757,6/30/2013,30021,850.5672,289,6
51758,6/30/2013,29626,1470.4124,279,5
51759,6/30/2013,30062,757.003,279,5
51760,6/30/2013,29561,48415.4346,279,5
51761,6/30/2013,29995,115124.6277,288,8
51762,6/30/2013,29724,52536.1229,277,2
51763,6/30/2013,29904,45129.5676,282,10
51764,6/30/2013,29757,1812.8068,276,4
51765,6/30/2013,29835,3100.9904,283,1
51766,6/30/2013,29780,9144.4554,289,6
51767,6/30/2013,30086,845.0174,288,8
51768,6/30/2013,29851,30.1848,282,10
51769,6/30/2013,29601,62756.8287,278,6
51770,6/30/2013,30009,19412.8236,277,2
51771,6/30/2013,29618,38657.3548,282,10
51772,6/30/2013,29698,49343.1786,289,6
51773,6/30/2013,29716,40314.9314,281,4
51774,6/30/2013,29786,53390.7048,290,7
51775,6/30/2013,29817,43394.2428,279,5
51776,6/30/2013,30014,17912.8631,277,2
51777,6/30/2013,29593,8178.9157,275,3
51778,6/30/2013,29619,3414.0393,277,2
51779,6/30/2013,30058,72.1751,278,6
51780,6/30/2013,30011,11920.5677,279,5
51781,6/30/2013,29797,7692.8366,289,6
51782,6/30/2013,30078,1.5183,277,2
51783,6/30/2013,29818,120955.8851,276,1
51784,6/30/2013,29509,8361.8616,277,2
51785,6/30/2013,29713,2412.6267,282,10
51786,6/30/2013,29666,17990.9615,274,6
51787,6/30/2013,29952,970.1276,282,10
51788,6/30/2013,29908,32.7309,282,10
51789,6/30/2013,29643,68951.9035,280,1
51790,6/30/2013,29828,17091.637,277,2
51791,6/30/2013,29911,33751.1773,278,6
51792,6/30/2013,29717,924.7217,283,1
51793,6/30/2013,29895,35646.524,289,6
51794,6/30/2013,30054,1494.8232,277,2
51795,6/30/2013,29598,8578.8082,281,4
51796,6/30/2013,30085,22.9341,277,5
51797,6/30/2013,29991,35.6741,284,1
51798,6/30/2013,30036,907.0909,276,4
51799,6/30/2013,29945,790.5077,279,5
51800,6/30/2013,30024,2998.2491,284,1
51801,6/30/2013,29630,81.507,290,7
51802,6/30/2013,29800,3812.3838,283,1
51803,6/30/2013,29777,1940.2551,290,7
51804,6/30/2013,29556,978.8194,286,9
51805,6/30/2013,29495,907.0909,288,8
51806,6/30/2013,30015,16234.4291,286,9
51807,6/30/2013,29569,4144.7183,275,3
51808,6/30/2013,30035,1827.4519,275,4
51809,6/30/2013,29523,49526.7416,275,4
51810,6/30/2013,29947,51558.3371,277,2
51811,6/30/2013,29926,403.1163,287,10
51812,6/30/2013,29868,5814.6709,282,10
51813,6/30/2013,29511,967.0164,276,3
51814,6/30/2013,29706,65741.4458,286,9
51815,6/30/2013,30005,23366.0623,287,10
51816,6/30/2013,29846,5866.3595,279,5
51817,6/30/2013,29845,2053.8436,288,8
51818,6/30/2013,29918,44754.0089,289,6
51819,6/30/2013,29985,7997.9122,282,10
51820,6/30/2013,30030,4747.867,282,10
51821,6/30/2013,29521,5089.9487,281,1
51822,6/30/2013,29913,145454.366,276,3
51823,6/30/2013,29615,112685.2793,282,10
51824,6/30/2013,29968,59810.9802,279,5
51825,6/30/2013,29792,63029.9457,275,4
51826,6/30/2013,29727,81561.0362,283,1
51827,6/30/2013,30063,25448.4308,281,4
51828,6/30/2013,29924,74353.653,276,3
51829,6/30/2013,29506,11230.1556,281,4
51830,6/30/2013,29617,126852.1615,274,1
51831,6/30/2013,29963,22995.115,279,5
51832,6/30/2013,29910,49695.3575,289,6
51833,6/30/2013,29901,34376.67,276,4
51834,6/30/2013,29665,3982.6289,286,9
51835,6/30/2013,29526,16144.8272,288,8
51836,6/30/2013,30095,42143.9543,275,4
51837,6/30/2013,29609,77823.9958,287,8
51838,6/30/2013,30112,44399.3457,284,1
51839,6/30/2013,29705,48214.1832,278,6
51840,6/30/2013,29516,663.3046,286,9
51841,6/30/2013,29731,36.1923,277,2
51842,6/30/2013,29560,50281.5162,281,4
51843,6/30/2013,29544,10961.1443,278,6
51844,6/30/2013,30022,5690.2167,276,4
51845,6/30/2013,29522,52243.3825,276,4
51846,6/30/2013,29719,1094.4518,274,1
51847,6/30/2013,29830,11098.279,278,6
51848,6/30/2013,30047,6749.6866,276,4
51849,6/30/2013,29784,12188.4783,276,4
51850,6/30/2013,29608,75829.6463,289,6
51851,6/30/2013,29863,4049.5107,289,6
51852,6/30/2013,29691,4705.059,279,5
51853,6/30/2013,29896,39982.632,279,5
51854,6/30/2013,29640,30.1848,279,5
51855,6/30/2013,29616,81750.2576,275,4
51856,6/30/2013,29732,37928.8654,275,4
51857,6/30/2013,29923,107757.383,290,7
51858,6/30/2013,29940,140042.1209,290,7
51859,6/30/2013,29936,2168.2888,284,1
51860,6/30/2013,29543,80031.2047,277,2
51861,6/30/2013,29979,11762.4346,287,7
51862,6/30/2013,29590,4651.4858,277,3
51863,6/30/2013,29753,519.8674,283,1
51864,6/30/2013,29880,4324.8038,279,5
51865,6/30/2013,29588,579.4381,284,1
51866,6/30/2013,30002,1100.4593,277,2
51867,6/30/2013,30061,5983.462,275,4
51868,6/30/2013,29756,228.534,279,5
51869,6/30/2013,29845,29.8702,288,8
51870,6/30/2013,29857,457.0679,282,10
51871,6/30/2013,29790,225.9588,286,9
51872,6/30/2013,29547,403.1163,286,9
51873,6/30/2013,29819,367.8538,275,3
51874,6/30/2013,29814,7471.2755,279,5
51875,6/30/2013,30059,44816.9738,286,9
51876,6/30/2013,18301,2738.5657,,9
51877,6/30/2013,11409,2646.4419,,7
51878,6/30/2013,11468,2563.589,,10
51879,6/30/2013,28788,9.934,,4
51880,6/30/2013,12204,25.3819,,1
51881,6/30/2013,21407,46.7194,,9
51882,6/30/2013,27688,183.7394,,9
51883,6/30/2013,15138,38.664,,9
51884,6/30/2013,16338,64.6094,,9
51885,6/30/2013,15640,2.5305,,9
51886,6/30/2013,18293,2.5305,,9
51887,6/30/2013,11530,86.7204,,6
51888,6/30/2013,29079,113.2404,,4
51889,6/30/2013,27659,83.4054,,1
51890,6/30/2013,15571,38.5535,,6
51891,6/30/2013,24940,38.5535,,4
51892,6/30/2013,24293,38.5535,,4
51893,6/30/2013,23556,33.139,,1
51894,6/30/2013,14567,106.1574,,6
51895,6/30/2013,24994,38.5535,,4
51896,6/30/2013,15856,41.1834,,6
51897,6/30/2013,13199,25.3377,,6
51898,6/30/2013,15507,76.2119,,6
51899,6/30/2013,16982,99.4169,,4
51900,6/30/2013,14870,94.9748,,4
51901,6/30/2013,15703,82.8529,,8
51902,6/30/2013,13571,159.6394,,7
51903,6/30/2013,19344,205.8394,,8
51904,6/30/2013,14204,79.0959,,7
51905,6/30/2013,23941,43.0729,,8
51906,6/30/2013,23962,32.034,,7
51907,6/30/2013,16192,32.5754,,10
51908,6/30/2013,12392,28.1554,,10
51909,6/30/2013,11566,60.7529,,7
51910,6/30/2013,14079,41.2055,,6
51911,6/30/2013,11746,46.7194,,1
51912,6/30/2013,13015,38.675,,1
51913,6/30/2013,14329,101.6048,,4
51914,6/30/2013,22895,2708.6865,,6
51915,6/30/2013,20200,2740.3337,,1
51916,6/30/2013,11693,2535.964,,6
51917,6/30/2013,28311,2644.3313,,9
51918,6/30/2013,22330,672.9008,,4
51919,6/30/2013,22284,663.5083,,4
51920,6/30/2013,19413,1265.7554,,1
51921,6/30/2013,16392,1381.0732,,7
51922,7/1/2013,24611,1346.9729,,9
51923,7/1/2013,11420,2626.5408,,7
51924,7/1/2013,28607,8.7848,,1
51925,7/1/2013,11091,15.4479,,6
51926,7/1/2013,14557,70.6869,,9
51927,7/1/2013,25811,95.5273,,9
51928,7/1/2013,29307,16.5529,,9
51929,7/1/2013,17062,59.659,,9
51930,7/1/2013,15766,38.664,,9
51931,7/1/2013,13615,8.7848,,9
51932,7/1/2013,12098,9.934,,1
51933,7/1/2013,11276,34.5534,,6
51934,7/1/2013,28237,36.9402,,4
51935,7/1/2013,26584,37.5479,,1
51936,7/1/2013,11287,106.1574,,6
51937,7/1/2013,17374,98.8533,,6
51938,7/1/2013,24741,36.023,,1
51939,7/1/2013,23670,47.4377,,1
51940,7/1/2013,14291,55.2169,,6
51941,7/1/2013,20537,26.4869,,4
51942,7/1/2013,11223,71.8029,,6
51943,7/1/2013,12077,98.8644,,6
51944,7/1/2013,18454,75.6815,,4
51945,7/1/2013,18835,87.2729,,4
51946,7/1/2013,12054,138.114,,6
51947,7/1/2013,16781,71.2394,,4
51948,7/1/2013,15319,8.0444,,4
51949,7/1/2013,16041,71.7919,,7
51950,7/1/2013,22818,62.9408,,10
51951,7/1/2013,24839,36.9402,,8
51952,7/1/2013,24094,44.1779,,10
51953,7/1/2013,25310,66.8194,,8
51954,7/1/2013,20958,75.6815,,8
51955,7/1/2013,13582,76.2119,,10
51956,7/1/2013,29393,26.2769,,7
51957,7/1/2013,12061,82.8529,,6
51958,7/1/2013,20183,2708.6865,,1
51959,7/1/2013,11296,2562.7823,,1
51960,7/1/2013,12283,1352.3432,,10
51961,7/1/2013,26749,596.689,,9
51962,7/1/2013,16491,830.2307,,6
51963,7/1/2013,24063,2688.5092,,7
51964,7/1/2013,18309,2776.1136,,9
51965,7/2/2013,18250,2740.3337,,9
51966,7/2/2013,13540,2653.0277,,8
51967,7/2/2013,12807,2666.8623,,8
51968,7/2/2013,13171,132.6,,4
51969,7/2/2013,14052,30.1444,,9
51970,7/2/2013,17305,217.6519,,9
51971,7/2/2013,16609,93.8698,,9
51972,7/2/2013,21176,38.675,,9
51973,7/2/2013,22846,82.8529,,9
51974,7/2/2013,15136,38.664,,9
51975,7/2/2013,11763,27.0615,,9
51976,7/2/2013,17074,65.1729,,9
51977,7/2/2013,18191,9.934,,9
51978,7/2/2013,19969,75.1069,,9
51979,7/2/2013,19477,2799.3297,,10
51980,7/2/2013,11502,59.659,,6
51981,7/2/2013,11673,59.659,,1
51982,7/2/2013,28274,5.514,,1
51983,7/2/2013,11641,23.7465,,6
51984,7/2/2013,18329,26.2769,,6
51985,7/2/2013,27066,37.5479,,4
51986,7/2/2013,15478,42.9624,,6
51987,7/2/2013,16097,11.039,,6
51988,7/2/2013,13491,16.5529,,6
51989,7/2/2013,21918,76.2119,,4
51990,7/2/2013,12165,176.2144,,6
51991,7/2/2013,11212,132.5779,,6
51992,7/2/2013,18987,132.5779,,1
51993,7/2/2013,27502,77.339,,6
51994,7/2/2013,16334,93.8366,,1
51995,7/2/2013,16227,89.4608,,4
51996,7/2/2013,14245,62.9519,,1
51997,7/2/2013,18174,8.0444,,7
51998,7/2/2013,17882,35.6584,,10
51999,7/2/2013,25799,15.4479,,10
52000,7/2/2013,27942,32.5754,,7
52001,7/2/2013,13574,44.1779,,8
52002,7/2/2013,11632,85.0298,,6
52003,7/2/2013,15507,176.789,,6
52004,7/2/2013,15562,624.3029,,1
52005,7/2/2013,21652,659.6408,,6
52006,7/2/2013,20204,2735.9248,,4
52007,7/2/2013,13883,927.6254,,4
52008,7/2/2013,11818,2625.4248,,4
52009,7/2/2013,11830,2598.9158,,4
52010,7/2/2013,11323,2758.3784,,4
52011,7/2/2013,12053,2646.4419,,4
52012,7/2/2013,14150,858.9607,,10
52013,7/2/2013,13260,830.2307,,8
52014,7/2/2013,16664,883.4254,,9
52015,7/2/2013,22282,635.3529,,1
52016,7/2/2013,19403,1276.8054,,4
52017,7/2/2013,12131,2674.4757,,7
52018,7/2/2013,18470,2699.9018,,9
52019,7/3/2013,23411,1253.5894,,9
52020,7/3/2013,11344,2538.4944,,10
52021,7/3/2013,12806,2615.4908,,8
52022,7/3/2013,11488,2566.1194,,10
52023,7/3/2013,11500,38.664,,6
52024,7/3/2013,19087,40.8408,,9
52025,7/3/2013,18293,79.5048,,9
52026,7/3/2013,29287,5.514,,9
52027,7/3/2013,27981,44.1779,,9
52028,7/3/2013,26132,44.1779,,9
52029,7/3/2013,24494,11.039,,9
52030,7/3/2013,11125,8.7848,,9
52031,7/3/2013,19088,2.5305,,9
52032,7/3/2013,16406,1025.9815,,10
52033,7/3/2013,16427,876.7733,,10
52034,7/3/2013,14091,59.659,,6
52035,7/3/2013,11300,45.957,,6
52036,7/3/2013,25337,33.1279,,1
52037,7/3/2013,26199,27.614,,4
52038,7/3/2013,23466,33.139,,1
52039,7/3/2013,21762,87.2508,,1
52040,7/3/2013,16848,104.4004,,6
52041,7/3/2013,15413,136.9979,,6
52042,7/3/2013,23559,71.2394,,6
52043,7/3/2013,16384,8.0444,,4
52044,7/3/2013,17276,75.1069,,1
52045,7/3/2013,15476,8.0444,,4
52046,7/3/2013,20130,5.514,,6
52047,7/3/2013,20492,79.5269,,6
52048,7/3/2013,19781,8.0444,,6
52049,7/3/2013,13818,44.189,,7
52050,7/3/2013,21861,44.1779,,7
52051,7/3/2013,20142,4.409,,7
52052,7/3/2013,25801,5.514,,10
52053,7/3/2013,11723,44.189,,6
52054,7/3/2013,11207,82.8529,,1
52055,7/3/2013,13234,40.8408,,1
52056,7/3/2013,18960,683.9729,,4
52057,7/3/2013,12060,2672.4204,,6
52058,7/3/2013,11325,2724.8527,,1
52059,7/3/2013,25749,820.2968,,7
52060,7/3/2013,18699,1911.6169,,9
52061,7/3/2013,20158,635.3529,,9
52062,7/3/2013,25146,1352.3432,,1
52063,7/3/2013,19532,1332.0444,,4
52064,7/3/2013,17976,1397.6482,,8
52065,7/4/2013,23311,1276.8054,,9
52066,7/4/2013,12533,80.6208,,1
52067,7/4/2013,12197,8.7848,,4
52068,7/4/2013,13635,35.6584,,9
52069,7/4/2013,20453,23.7465,,9
52070,7/4/2013,20237,23.7465,,9
52071,7/4/2013,21366,44.1779,,9
52072,7/4/2013,11113,55.2169,,9
52073,7/4/2013,12247,55.239,,9
52074,7/4/2013,11211,71.2394,,6
52075,7/4/2013,27624,32.034,,4
52076,7/4/2013,28226,66.8194,,1
52077,7/4/2013,24652,101.1959,,1
52078,7/4/2013,25439,79.0959,,4
52079,7/4/2013,24486,40.432,,4
52080,7/4/2013,23690,43.0729,,4
52081,7/4/2013,25045,42.9624,,1
52082,7/4/2013,23831,77.3169,,1
52083,7/4/2013,11300,35.6694,,6
52084,7/4/2013,14446,16.5529,,6
52085,7/4/2013,14561,55.2169,,6
52086,7/4/2013,20681,11.039,,4
52087,7/4/2013,19713,87.2729,,1
52088,7/4/2013,13860,16.5529,,6
52089,7/4/2013,18935,77.339,,4
52090,7/4/2013,18889,87.2729,,1
52091,7/4/2013,15157,136.9979,,6
52092,7/4/2013,27415,77.339,,6
52093,7/4/2013,17685,5.514,,1
52094,7/4/2013,15861,8.0444,,4
52095,7/4/2013,13872,199.9829,,1
52096,7/4/2013,20050,65.1729,,7
52097,7/4/2013,15617,66.2006,,7
52098,7/4/2013,28908,36.9402,,10
52099,7/4/2013,15681,37.5479,,10
52100,7/4/2013,27184,99.4169,,8
52101,7/4/2013,16964,24.2879,,6
52102,7/4/2013,12724,16.5529,,8
52103,7/4/2013,21618,620.9769,,6
52104,7/4/2013,11327,2582.6834,,4
52105,7/4/2013,11522,2552.5169,,1
52106,7/4/2013,24660,2673.0613,,4
52107,7/5/2013,18272,2738.5657,,9
52108,7/5/2013,11394,2588.9266,,10
52109,7/5/2013,11416,2574.6279,,7
52110,7/5/2013,12742,2646.4419,,8
52111,7/5/2013,11547,2574.6279,,7
52112,7/5/2013,11496,2650.8398,,10
52113,7/5/2013,11277,38.664,,6
52114,7/5/2013,15592,27.614,,9
52115,7/5/2013,21883,46.7194,,9
52116,7/5/2013,27968,44.1779,,9
52117,7/5/2013,22028,77.339,,9
52118,7/5/2013,25923,6.9394,,9
52119,7/5/2013,13138,4.409,,9
52120,7/5/2013,22693,1939.2529,,7
52121,7/5/2013,24093,2725.2836,,10
52122,7/5/2013,11700,69.5929,,4
52123,7/5/2013,12176,132.6,,1
52124,7/5/2013,27040,8.0444,,2
52125,7/5/2013,11738,54.6754,,6
52126,7/5/2013,26489,27.614,,4
52127,7/5/2013,11176,79.0959,,6
52128,7/5/2013,26195,30.1444,,4
52129,7/5/2013,17027,57.4158,,6
52130,7/5/2013,22338,76.2119,,4
52131,7/5/2013,18775,77.339,,1
52132,7/5/2013,18664,15.4479,,1
52133,7/5/2013,16953,15.4479,,4
52134,7/5/2013,16511,44.1779,,10
52135,7/5/2013,15820,79.5269,,1
52136,7/5/2013,13510,104.4004,,7
52137,7/5/2013,21120,54.1119,,8
52138,7/5/2013,27331,4.409,,10
52139,7/5/2013,21840,34.5534,,10
52140,7/5/2013,26852,126.4783,,8
52141,7/5/2013,26989,28.1554,,8
52142,7/5/2013,19346,23.7465,,10
52143,7/5/2013,13663,16.8292,,8
52144,7/5/2013,11868,68.4769,,6
52145,7/5/2013,12708,82.8529,,4
52146,7/5/2013,12089,2560.2519,,6
52147,7/5/2013,11302,2607.7116,,1
52148,7/5/2013,22950,1918.2579,,9
52149,7/5/2013,28720,2673.0613,,9
52150,7/5/2013,22276,662.4144,,4
52151,7/5/2013,27800,1238.1415,,10
52152,7/5/2013,23224,1307.7344,,10
52153,7/6/2013,13521,2699.9018,,9
52154,7/6/2013,18251,2715.3497,,9
52155,7/6/2013,18254,2699.9018,,9
52156,7/6/2013,16703,2776.1136,,9
52157,7/6/2013,24609,1238.1415,,9
52158,7/6/2013,24613,1268.2859,,9
52159,7/6/2013,11996,1427.4059,,9
52160,7/6/2013,11422,2580.1529,,10
52161,7/6/2013,11381,2587.8769,,10
52162,7/6/2013,11380,2693.9016,,8
52163,7/6/2013,11978,38.664,,4
52164,7/6/2013,11119,38.9292,,9
52165,7/6/2013,16617,77.3169,,9
52166,7/6/2013,28533,5.514,,9
52167,7/6/2013,19499,2754.0136,,10
52168,7/6/2013,13790,905.5254,,8
52169,7/6/2013,11632,59.659,,6
52170,7/6/2013,12795,32.034,,6
52171,7/6/2013,15172,40.0784,,6
52172,7/6/2013,24989,40.432,,1
52173,7/6/2013,26278,33.1279,,1
52174,7/6/2013,23785,41.1834,,1
52175,7/6/2013,26017,98.8533,,4
52176,7/6/2013,18677,33.139,,6
52177,7/6/2013,23729,79.0959,,4
52178,7/6/2013,16870,43.6144,,6
52179,7/6/2013,23249,55.2169,,1
52180,7/6/2013,19727,77.339,,1
52181,7/6/2013,13732,5.514,,6
52182,7/6/2013,19168,132.5779,,1
52183,7/6/2013,17506,14.2987,,4
52184,7/6/2013,27400,77.339,,6
52185,7/6/2013,24746,15.4479,,6
52186,7/6/2013,16814,44.1779,,4
52187,7/6/2013,18110,14.2987,,4
52188,7/6/2013,15430,44.1779,,1
52189,7/6/2013,15257,44.1779,,1
52190,7/6/2013,14761,44.1779,,4
52191,7/6/2013,23070,5.514,,6
52192,7/6/2013,21339,44.1779,,6
52193,7/6/2013,15278,62.9519,,4
52194,7/6/2013,16209,34.2219,,7
52195,7/6/2013,15821,34.2219,,4
52196,7/6/2013,17993,87.2729,,8
52197,7/6/2013,28730,26.2769,,10
52198,7/6/2013,12502,66.8194,,10
52199,7/6/2013,27323,92.7869,,7
52200,7/6/2013,12984,41.2055,,6
52201,7/6/2013,18962,626.8334,,4
52202,7/6/2013,11526,2626.5408,,6
52203,7/6/2013,12058,2605.5127,,4
52204,7/6/2013,17647,875.5357,,7
52205,7/6/2013,18700,1933.7058,,9
52206,7/6/2013,17514,623.1758,,9
52207,7/6/2013,11056,2666.8623,,9
52208,7/6/2013,21603,627.3748,,1
52209,7/6/2013,29388,627.3748,,7
52210,7/6/2013,18308,2717.8801,,9
52211,7/7/2013,18482,2709.8357,,9
52212,7/7/2013,18275,2699.9018,,9
52213,7/7/2013,11410,2668.5419,,7
52214,7/7/2013,11483,2602.2529,,7
52215,7/7/2013,12931,9.934,,4
52216,7/7/2013,15140,30.1444,,9
52217,7/7/2013,17078,136.9758,,9
52218,7/7/2013,21887,44.189,,9
52219,7/7/2013,27978,32.5754,,9
52220,7/7/2013,13998,108.2569,,9
52221,7/7/2013,17291,59.659,,9
52222,7/7/2013,17629,1911.6169,,8
52223,7/7/2013,19493,2778.9977,,10
52224,7/7/2013,23635,2709.8357,,10
52225,7/7/2013,29014,70.6869,,1
52226,7/7/2013,26788,40.0784,,4
52227,7/7/2013,26598,37.5479,,1
52228,7/7/2013,24820,42.9624,,1
52229,7/7/2013,26573,76.2119,,1
52230,7/7/2013,24497,79.0959,,1
52231,7/7/2013,11712,36.023,,6
52232,7/7/2013,22038,93.8698,,4
52233,7/7/2013,23452,35.6694,,4
52234,7/7/2013,22163,41.1834,,4
52235,7/7/2013,23277,25.3377,,4
52236,7/7/2013,23050,77.3169,,1
52237,7/7/2013,14604,26.4869,,6
52238,7/7/2013,20696,81.7258,,1
52239,7/7/2013,19733,77.339,,1
52240,7/7/2013,26505,66.2779,,6
52241,7/7/2013,17447,15.4479,,4
52242,7/7/2013,18102,5.514,,4
52243,7/7/2013,22544,140.6444,,6
52244,7/7/2013,22154,40.8408,,6
52245,7/7/2013,16018,99.4169,,4
52246,7/7/2013,13508,142.5119,,7
52247,7/7/2013,28456,77.339,,7
52248,7/7/2013,14704,106.0137,,7
52249,7/7/2013,18871,62.9519,,6
52250,7/7/2013,13360,62.9519,,4
52251,7/7/2013,13372,85.0519,,1
52252,7/7/2013,21507,27.614,,10
52253,7/7/2013,24550,41.1834,,10
52254,7/7/2013,28392,26.2769,,10
